# 86 
# SNANA-like file generated from user-provided data
# Zeropoint of the converted SNANA file: 27.5 mag
# -----------------------------------------------------------
# Data table created by: anonymous
# On date: 2023.06.14 (yyyy.mm.dd); 16.19 hrs (EDT).
# Script used: BayeSNmodel.io.write_snana_lcfile.py
# -----------------------------------------------------------
SNID: 86
MWEBV: 0
REDSHIFT_HELIO: 0.07174100404354136
REDSHIFT_CMB: 0.07174100404354136
REDSHIFT_CMB_ERR: 0.001
PEAKMJD: 0
FILTERS: g_PS1,i_PS1,r_PS1,z_PS1
# -----------------------------------------------------------
NOBS: 48
NVAR: 6
VARLIST: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR
OBS: -8.57392803234833 g_PS1 3405.6608 156.8365 18.66949651773408 0.05
OBS: -4.286964016174165 g_PS1 5003.0887 230.4007 18.251904503536192 0.05
OBS: 0.0 g_PS1 5315.8401 244.8035 18.186070235164067 0.05
OBS: 4.286964016174165 g_PS1 4451.3485 204.9922 18.378770998411834 0.05
OBS: 8.57392803234833 g_PS1 3909.9414 180.0595 18.519574379989454 0.05
OBS: 12.860892048522496 g_PS1 3017.9544 138.9819 18.80071833260897 0.05
OBS: 17.14785606469666 g_PS1 2508.8202 115.5354 19.00132615641164 0.05
OBS: 21.43482008087083 g_PS1 2147.2072 98.8825 19.170315102976254 0.05
OBS: 25.721784097044992 g_PS1 1579.6042 72.7435 19.503629275705052 0.05
OBS: 30.008748113219156 g_PS1 1289.1627 59.3681 19.724230659661618 0.05
OBS: 34.29571212939332 g_PS1 1061.0308 48.8623 19.935680001513024 0.05
OBS: 38.58267614556749 g_PS1 765.594 35.2569 20.290003695994287 0.05
OBS: -8.57392803234833 r_PS1 2773.5228 127.7254 18.892420643994534 0.05
OBS: -4.286964016174165 r_PS1 5004.9969 230.4886 18.251490458062662 0.05
OBS: 0.0 r_PS1 5398.0317 248.5885 18.169411429888495 0.05
OBS: 4.286964016174165 r_PS1 5286.5723 243.4557 18.192064552906125 0.05
OBS: 8.57392803234833 r_PS1 4460.4144 205.4097 18.37656198603058 0.05
OBS: 12.860892048522496 r_PS1 3694.9431 170.1584 18.58098060756013 0.05
OBS: 17.14785606469666 r_PS1 3420.6704 157.5277 18.664721941099643 0.05
OBS: 21.43482008087083 r_PS1 3480.0872 160.2639 18.646024682984546 0.05
OBS: 25.721784097044992 r_PS1 3337.276 153.6872 18.691519694474312 0.05
OBS: 30.008748113219156 r_PS1 2879.3788 132.6003 18.85175301198267 0.05
OBS: 34.29571212939332 r_PS1 2427.6037 111.7953 19.037055522044696 0.05
OBS: 38.58267614556749 r_PS1 1788.0841 82.3443 19.3690301715652 0.05
OBS: -8.57392803234833 i_PS1 2443.4441 112.5248 19.029993998523132 0.05
OBS: -4.286964016174165 i_PS1 3280.7303 151.0832 18.71007368282267 0.05
OBS: 0.0 i_PS1 3396.1063 156.3965 18.672546800975844 0.05
OBS: 4.286964016174165 i_PS1 3140.2348 144.6132 18.757594706146918 0.05
OBS: 8.57392803234833 i_PS1 2495.9086 114.9408 19.00692831323323 0.05
OBS: 12.860892048522496 i_PS1 2052.6168 94.5265 19.219230321180063 0.05
OBS: 17.14785606469666 i_PS1 1584.3266 72.9609 19.50038822703578 0.05
OBS: 21.43482008087083 i_PS1 1674.2151 77.1005 19.440471850445 0.05
OBS: 25.721784097044992 i_PS1 2091.483 96.3164 19.1988641350563 0.05
OBS: 30.008748113219156 i_PS1 2620.6818 120.6869 18.953964256647367 0.05
OBS: 34.29571212939332 i_PS1 2535.2768 116.7538 18.989936549523193 0.05
OBS: 38.58267614556749 i_PS1 2023.8022 93.1995 19.23457982806906 0.05
OBS: -8.57392803234833 z_PS1 2842.1261 130.8847 18.86589164547915 0.05
OBS: -4.286964016174165 z_PS1 3316.336 152.7229 18.698353701143958 0.05
OBS: 0.0 z_PS1 3018.805 139.0211 18.800412342309667 0.05
OBS: 4.286964016174165 z_PS1 2794.0605 128.6712 18.884410497895047 0.05
OBS: 8.57392803234833 z_PS1 2040.5354 93.9701 19.225639688575136 0.05
OBS: 12.860892048522496 z_PS1 1494.922 68.8437 19.563453688370412 0.05
OBS: 17.14785606469666 z_PS1 1259.3821 57.9967 19.749606175508926 0.05
OBS: 21.43482008087083 z_PS1 1149.8041 52.9504 19.848440412322557 0.05
OBS: 25.721784097044992 z_PS1 1472.8378 67.8267 19.57961266287731 0.05
OBS: 30.008748113219156 z_PS1 1797.0865 82.7589 19.363577535107364 0.05
OBS: 34.29571212939332 z_PS1 1871.5568 86.1884 19.319492465468823 0.05
OBS: 38.58267614556749 z_PS1 1787.4327 82.3143 19.369425733835918 0.05
END:
