SNID	SEARCH_PEAKMJD	REDSHIFT_CMB	REDSHIFT_CMB_ERR
0	0.0	0.058971713762548485	0.001
1	0.0	0.06910156911720752	0.001
2	0.0	0.046750145065497156	0.001
3	0.0	0.01923431849907699	0.001
4	0.0	0.017340513210892788	0.001
5	0.0	0.0545587809105965	0.001
6	0.0	0.049527116864886415	0.001
7	0.0	0.07870756104977035	0.001
8	0.0	0.07697051592782371	0.001
9	0.0	0.056095019825494426	0.001
10	0.0	0.02476891360469098	0.001
11	0.0	0.06628538855974259	0.001
12	0.0	0.068686577960199	0.001
13	0.0	0.06242530137963506	0.001
14	0.0	0.06600393475076531	0.001
15	0.0	0.05025643636882855	0.001
16	0.0	0.07602940190332542	0.001
17	0.0	0.0722863886879041	0.001
18	0.0	0.032479743926192337	0.001
19	0.0	0.03203455208880403	0.001
20	0.0	0.026157517638970614	0.001
21	0.0	0.04007683994955584	0.001
22	0.0	0.06861801631527212	0.001
23	0.0	0.03545546113317259	0.001
24	0.0	0.07637777061939524	0.001
25	0.0	0.05702961782158744	0.001
26	0.0	0.02552972580068038	0.001
27	0.0	0.0503926219552984	0.001
28	0.0	0.0728577622123674	0.001
29	0.0	0.0511472407504074	0.001
30	0.0	0.04561095853189015	0.001
31	0.0	0.05410249800029046	0.001
32	0.0	0.07630652005172416	0.001
33	0.0	0.041642018712557904	0.001
34	0.0	0.022109878990952223	0.001
35	0.0	0.038247848327855875	0.001
36	0.0	0.056396858237995784	0.001
37	0.0	0.06621654684228781	0.001
38	0.0	0.05422662970058837	0.001
39	0.0	0.04374366598231719	0.001
40	0.0	0.07539796223463113	0.001
41	0.0	0.06750498455700664	0.001
42	0.0	0.06258553870858917	0.001
43	0.0	0.04959264758852209	0.001
44	0.0	0.043052794452458576	0.001
45	0.0	0.06920393087038107	0.001
46	0.0	0.05264604220561745	0.001
47	0.0	0.030391409284167198	0.001
48	0.0	0.01581723323711531	0.001
49	0.0	0.038595306723495815	0.001
50	0.0	0.05108240448096153	0.001
51	0.0	0.04080312664781115	0.001
52	0.0	0.04308713192990315	0.001
53	0.0	0.01582186392466109	0.001
54	0.0	0.07024346795997222	0.001
55	0.0	0.062406460645830955	0.001
56	0.0	0.0483767782273435	0.001
57	0.0	0.07850489248309167	0.001
58	0.0	0.046810483505551614	0.001
59	0.0	0.07388652136469448	0.001
60	0.0	0.055274688371757134	0.001
61	0.0	0.04988204373447602	0.001
62	0.0	0.04025118037797802	0.001
63	0.0	0.019828109655359017	0.001
64	0.0	0.0710142017818273	0.001
65	0.0	0.043552536513428664	0.001
66	0.0	0.06626956607090703	0.001
67	0.0	0.026650610714527977	0.001
68	0.0	0.02988927544598014	0.001
69	0.0	0.07907097957366392	0.001
70	0.0	0.07983338528542025	0.001
71	0.0	0.060312461273231165	0.001
72	0.0	0.015447853883666722	0.001
73	0.0	0.017442683241300702	0.001
74	0.0	0.06938138182898515	0.001
75	0.0	0.01908392687298779	0.001
76	0.0	0.03673369776114615	0.001
77	0.0	0.01809522382730139	0.001
78	0.0	0.020290077476381948	0.001
79	0.0	0.07780385724122392	0.001
80	0.0	0.05178466440067345	0.001
81	0.0	0.06026312221806927	0.001
82	0.0	0.06327779587833895	0.001
83	0.0	0.0452272597000319	0.001
84	0.0	0.03085470971186376	0.001
85	0.0	0.04778143064774795	0.001
86	0.0	0.07174100404354136	0.001
87	0.0	0.0307189237448063	0.001
88	0.0	0.0427481025813769	0.001
89	0.0	0.06168646245277637	0.001
90	0.0	0.06286778434201196	0.001
91	0.0	0.018123494323614958	0.001
92	0.0	0.04241567056930034	0.001
93	0.0	0.0775655196526237	0.001
94	0.0	0.020000230415130937	0.001
95	0.0	0.07686200427843645	0.001
96	0.0	0.04746783603586848	0.001
97	0.0	0.028645772087798074	0.001
98	0.0	0.07281543092429403	0.001
99	0.0	0.05039722000257114	0.001
