SNID	SEARCH_PEAKMJD	REDSHIFT_CMB	REDSHIFT_CMB_ERR
0	0.0	0.04002433458343674	0.001
1	0.0	0.040378488944310675	0.001
2	0.0	0.04675874441784457	0.001
3	0.0	0.016149439867490453	0.001
4	0.0	0.01695241225006879	0.001
5	0.0	0.055354027427287865	0.001
6	0.0	0.060472280121148546	0.001
7	0.0	0.03039016753442862	0.001
8	0.0	0.061320272403736616	0.001
9	0.0	0.045878174559039836	0.001
10	0.0	0.0397918111622103	0.001
11	0.0	0.06744711255057032	0.001
12	0.0	0.05526351161855957	0.001
13	0.0	0.05238377895004832	0.001
14	0.0	0.03453504785641223	0.001
15	0.0	0.03476806528443194	0.001
16	0.0	0.018938928277450792	0.001
17	0.0	0.05400574921458578	0.001
18	0.0	0.07232755218453743	0.001
19	0.0	0.017276883799039765	0.001
20	0.0	0.03286216825498481	0.001
21	0.0	0.05502868368511853	0.001
22	0.0	0.05951567012424893	0.001
23	0.0	0.03126482878674684	0.001
24	0.0	0.06565581170177792	0.001
25	0.0	0.03432860827349993	0.001
26	0.0	0.043738039870124784	0.001
27	0.0	0.07330276135279448	0.001
28	0.0	0.067866718810693	0.001
29	0.0	0.028866652831389502	0.001
30	0.0	0.049357929565551996	0.001
31	0.0	0.06927824531445989	0.001
32	0.0	0.06258730251776343	0.001
33	0.0	0.051496369559821904	0.001
34	0.0	0.04167727292003366	0.001
35	0.0	0.05136259347956395	0.001
36	0.0	0.028738149680324888	0.001
37	0.0	0.03842986541252672	0.001
38	0.0	0.04431190419162035	0.001
39	0.0	0.049546184950932486	0.001
40	0.0	0.021589452223012905	0.001
41	0.0	0.0535891697289772	0.001
42	0.0	0.023976025565887946	0.001
43	0.0	0.044143953495954305	0.001
44	0.0	0.06220484370406029	0.001
45	0.0	0.05990590476771254	0.001
46	0.0	0.02171671874290561	0.001
47	0.0	0.051871017009262395	0.001
48	0.0	0.038959211191164675	0.001
49	0.0	0.02876771393375463	0.001
