SNID	SEARCH_PEAKMJD	REDSHIFT_CMB	REDSHIFT_CMB_ERR
0	0.0	0.04242139779489789	0.001
1	0.0	0.0029537406340086505	0.001
2	0.0	0.05653427005711301	0.001
3	0.0	0.06478186855590555	0.001
4	0.0	0.09364720811332855	0.001
5	0.0	0.09594502698445018	0.001
6	0.0	0.05276873218658368	0.001
7	0.0	0.023946179684679016	0.001
8	0.0	0.03256425609265636	0.001
9	0.0	0.0446048354115955	0.001
10	0.0	0.013541953724710976	0.001
11	0.0	0.05027555867990333	0.001
12	0.0	0.09896667333183493	0.001
13	0.0	0.06272363556612301	0.001
14	0.0	0.00908821624418842	0.001
15	0.0	0.0456122231947457	0.001
16	0.0	0.09912242569502627	0.001
17	0.0	0.09152377189597927	0.001
18	0.0	0.07969293184074347	0.001
19	0.0	0.09909590444410453	0.001
20	0.0	0.032056891304060274	0.001
21	0.0	0.03593142389129918	0.001
22	0.0	0.08149808549625483	0.001
23	0.0	0.05856258998741026	0.001
24	0.0	0.014253175792672957	0.001
25	0.0	0.06731135840240232	0.001
26	0.0	0.04696386142407898	0.001
27	0.0	0.08690413076376728	0.001
28	0.0	0.02864670302555089	0.001
29	0.0	0.06591715803547671	0.001
30	0.0	0.09260123001764596	0.001
31	0.0	0.03343292322446045	0.001
32	0.0	0.04571006154524594	0.001
33	0.0	0.0966524240266059	0.001
34	0.0	0.03850771886488792	0.001
35	0.0	0.016933651170435028	0.001
36	0.0	0.0020900926312397926	0.001
37	0.0	0.0912553491017607	0.001
38	0.0	6.217282135776437e-05	0.001
39	0.0	0.07490230211727694	0.001
40	0.0	0.01554567600562562	0.001
41	0.0	0.08484531139981671	0.001
42	0.0	0.05093563416010082	0.001
43	0.0	0.023787024250941313	0.001
44	0.0	0.04735745763787237	0.001
45	0.0	0.03994833758084772	0.001
46	0.0	0.06681489739914112	0.001
47	0.0	0.06701070047272366	0.001
48	0.0	0.04110796866348753	0.001
49	0.0	0.07996541917744981	0.001
50	0.0	0.0007114488277468856	0.001
51	0.0	0.04864625294233698	0.001
52	0.0	0.02172144139599329	0.001
53	0.0	0.05976070671472705	0.001
54	0.0	0.06164904714883717	0.001
55	0.0	0.03981439679287481	0.001
56	0.0	0.04290310408640518	0.001
57	0.0	0.019860911394961378	0.001
58	0.0	0.0370470487000676	0.001
59	0.0	0.05047997920428491	0.001
60	0.0	0.08995707711309785	0.001
61	0.0	0.06538919041946603	0.001
62	0.0	0.01425987924648462	0.001
63	0.0	0.09764370877305911	0.001
64	0.0	0.005790003707184688	0.001
65	0.0	0.04336314970458837	0.001
66	0.0	0.06713673324350232	0.001
67	0.0	0.04072229448873021	0.001
68	0.0	0.028842337143696297	0.001
69	0.0	0.034594086960867514	0.001
70	0.0	0.058867789678393456	0.001
71	0.0	0.05126884710728633	0.001
72	0.0	0.013013377395881931	0.001
73	0.0	0.0023691445352843846	0.001
74	0.0	0.09596935324495917	0.001
75	0.0	0.024464412956081052	0.001
76	0.0	0.006647168705546125	0.001
77	0.0	0.06394996044240382	0.001
78	0.0	0.01724661888181551	0.001
79	0.0	0.06299353579952185	0.001
80	0.0	0.08031784267026043	0.001
81	0.0	0.09366963882142838	0.001
82	0.0	0.00921007533023065	0.001
83	0.0	0.002331965407175418	0.001
84	0.0	0.05371340694446303	0.001
85	0.0	0.06044517844861413	0.001
86	0.0	0.06371951195932891	0.001
87	0.0	0.0019342233100205109	0.001
88	0.0	0.009893508845068122	0.001
89	0.0	0.05442114274340132	0.001
90	0.0	0.0991423742201172	0.001
91	0.0	0.054314151885309615	0.001
92	0.0	0.08524980375750497	0.001
93	0.0	0.029134186894377412	0.001
94	0.0	9.392539089990715e-05	0.001
95	0.0	0.03797291140618533	0.001
96	0.0	0.08944084122830961	0.001
97	0.0	0.04648685459287836	0.001
98	0.0	0.028395662357089214	0.001
99	0.0	0.0430756598395447	0.001
100	0.0	0.0524012609046855	0.001
101	0.0	0.03759372594959564	0.001
102	0.0	0.027873214579223284	0.001
103	0.0	0.07307026184078347	0.001
104	0.0	0.08805835297292376	0.001
105	0.0	0.08161170458739109	0.001
106	0.0	0.07882446781698886	0.001
107	0.0	0.0468804267103716	0.001
108	0.0	0.04551120820547978	0.001
109	0.0	0.05788592778085331	0.001
110	0.0	0.051152178836029495	0.001
111	0.0	0.01899541903428205	0.001
112	0.0	0.021808323278608068	0.001
113	0.0	0.08364012254547291	0.001
114	0.0	0.05504787641199665	0.001
115	0.0	0.051964606036572575	0.001
116	0.0	0.030300825590440252	0.001
117	0.0	0.06960010828250766	0.001
118	0.0	0.08557688869950947	0.001
119	0.0	0.08868882092573514	0.001
120	0.0	0.09949649737430533	0.001
121	0.0	0.001971590065465567	0.001
122	0.0	0.07038669528330647	0.001
123	0.0	0.016801270292108896	0.001
124	0.0	0.015261436971457666	0.001
125	0.0	0.06577346567970126	0.001
126	0.0	0.04622311304962047	0.001
127	0.0	0.03175222379763698	0.001
128	0.0	0.03360522516006025	0.001
129	0.0	0.08484076019773933	0.001
130	0.0	0.030034392767974608	0.001
131	0.0	0.07003925645224943	0.001
132	0.0	0.04725445974489219	0.001
133	0.0	0.0026431805665745435	0.001
134	0.0	0.038685614345802734	0.001
135	0.0	0.09909727305141106	0.001
136	0.0	0.021310321038166914	0.001
137	0.0	0.04829886427149929	0.001
138	0.0	0.018434124647767457	0.001
139	0.0	0.09988706896922166	0.001
140	0.0	0.029511854193245413	0.001
141	0.0	0.03162201675668137	0.001
142	0.0	0.0741082978987708	0.001
143	0.0	0.0004152618887641846	0.001
144	0.0	0.06190280626998227	0.001
145	0.0	0.027571079235456375	0.001
146	0.0	0.06114112815920672	0.001
147	0.0	0.09387247330911144	0.001
148	0.0	0.04473581774035969	0.001
149	0.0	0.07900788422696589	0.001
150	0.0	0.027565733882171175	0.001
151	0.0	0.004564958966926047	0.001
152	0.0	0.03248151342648963	0.001
153	0.0	0.033406070247542066	0.001
154	0.0	0.0899904140984133	0.001
155	0.0	0.03664263574022147	0.001
156	0.0	0.0062089285354344	0.001
157	0.0	0.03958500666835876	0.001
158	0.0	0.038799820178013936	0.001
159	0.0	0.002384313375807623	0.001
160	0.0	0.0848817076366152	0.001
161	0.0	0.02259077752334443	0.001
162	0.0	0.005473702258487656	0.001
163	0.0	0.05608476392558587	0.001
164	0.0	0.0654934143262139	0.001
165	0.0	0.0029592117161132527	0.001
166	0.0	0.07211418138348329	0.001
167	0.0	0.02290221453533453	0.001
168	0.0	0.09804927120620291	0.001
169	0.0	0.008231232082358009	0.001
170	0.0	0.016223946978664593	0.001
171	0.0	0.05642074303629422	0.001
172	0.0	0.017461471945710506	0.001
173	0.0	0.07401443305648063	0.001
174	0.0	0.08627582765773267	0.001
175	0.0	0.012997658764058274	0.001
176	0.0	0.0929098369020774	0.001
177	0.0	0.07207325608935904	0.001
178	0.0	0.0740669432711074	0.001
179	0.0	0.05850413994914555	0.001
180	0.0	0.09869261112859619	0.001
181	0.0	0.07532061786596395	0.001
182	0.0	0.009753934757061267	0.001
183	0.0	0.007736750228421763	0.001
184	0.0	0.011486798862979077	0.001
185	0.0	0.05480979743035336	0.001
186	0.0	0.031519367551781155	0.001
187	0.0	0.02033835109790212	0.001
188	0.0	0.005327106419256367	0.001
189	0.0	0.07220649082672634	0.001
190	0.0	0.08714451453775035	0.001
191	0.0	0.06242795847954699	0.001
192	0.0	0.06951175720564766	0.001
193	0.0	0.06566369984689721	0.001
194	0.0	0.06917057113867968	0.001
195	0.0	0.030126781050487453	0.001
196	0.0	0.0015923496221034062	0.001
197	0.0	0.07949880199027198	0.001
198	0.0	0.013907942667153773	0.001
199	0.0	0.004308378886931197	0.001
200	0.0	0.09388883317158017	0.001
201	0.0	0.016440801763849	0.001
202	0.0	0.0865057807857161	0.001
203	0.0	0.09935111710602679	0.001
204	0.0	0.06080671412136164	0.001
205	0.0	0.015637404876654517	0.001
206	0.0	0.05729313484577844	0.001
207	0.0	0.028941837248701342	0.001
208	0.0	0.04218065225558772	0.001
209	0.0	0.07597584725638373	0.001
210	0.0	0.06257968691857221	0.001
211	0.0	0.012173776429737382	0.001
212	0.0	0.07229617143722325	0.001
213	0.0	0.09673712306898259	0.001
214	0.0	0.045211136519709254	0.001
215	0.0	0.032047752434288417	0.001
216	0.0	0.08550635321041306	0.001
217	0.0	0.06366627754346992	0.001
218	0.0	0.05564097056367903	0.001
219	0.0	0.09040422088818764	0.001
220	0.0	0.08245563870081024	0.001
221	0.0	0.08742758086927933	0.001
222	0.0	0.027158483711862393	0.001
223	0.0	0.06331644676098491	0.001
224	0.0	0.002307114601907412	0.001
225	0.0	0.025005753000682075	0.001
226	0.0	0.0531539222462505	0.001
227	0.0	0.004714505861239716	0.001
228	0.0	0.02128704577174552	0.001
229	0.0	0.04151479781600519	0.001
230	0.0	0.08023530056874696	0.001
231	0.0	0.09647678514898962	0.001
232	0.0	0.020565227774454423	0.001
233	0.0	0.09674677494560074	0.001
234	0.0	0.08995195452309751	0.001
235	0.0	0.0016096095098449338	0.001
236	0.0	0.05036162063296923	0.001
237	0.0	0.03599732441008185	0.001
238	0.0	0.0007811173863858435	0.001
239	0.0	0.05634161160985374	0.001
240	0.0	0.021753803420109553	0.001
241	0.0	0.014274132435465527	0.001
242	0.0	0.08427731758476055	0.001
243	0.0	0.004626986909438624	0.001
244	0.0	0.07498694761152112	0.001
245	0.0	0.09914533438205593	0.001
246	0.0	0.0165614663467609	0.001
247	0.0	0.0160615622433255	0.001
248	0.0	0.030168843568103842	0.001
249	0.0	0.034307344766147455	0.001
250	0.0	0.03790612097926147	0.001
251	0.0	0.016939405355166016	0.001
252	0.0	0.0880685962026497	0.001
253	0.0	0.08181145730206824	0.001
254	0.0	0.06890546499119518	0.001
255	0.0	0.016223577358266496	0.001
256	0.0	0.04368444176032409	0.001
257	0.0	0.06835310743450075	0.001
258	0.0	0.07526631460549088	0.001
259	0.0	0.05830281276886723	0.001
260	0.0	0.09748517563719933	0.001
261	0.0	0.04845459290777392	0.001
262	0.0	0.08997542529869368	0.001
263	0.0	0.033920601380982095	0.001
264	0.0	0.046370186541403124	0.001
265	0.0	0.02333225060213684	0.001
266	0.0	0.09161134692267041	0.001
267	0.0	0.04931578557237959	0.001
268	0.0	0.02832677445567451	0.001
269	0.0	0.0813612482896493	0.001
270	0.0	0.02373951191323146	0.001
271	0.0	0.07247561873587631	0.001
272	0.0	0.05492389399418884	0.001
273	0.0	0.02437229005092173	0.001
274	0.0	0.04116238277534569	0.001
275	0.0	0.08128150123802116	0.001
276	0.0	0.06093796527737703	0.001
277	0.0	0.08431938187771046	0.001
278	0.0	0.03360032775755173	0.001
279	0.0	0.007637986386795315	0.001
280	0.0	0.005405641445401965	0.001
281	0.0	0.092038439032254	0.001
282	0.0	0.09533655693162742	0.001
283	0.0	0.03544526475791639	0.001
284	0.0	0.0715245409455476	0.001
285	0.0	0.06632619535449108	0.001
286	0.0	0.05847189274976871	0.001
287	0.0	0.028288643128005088	0.001
288	0.0	0.05995932548411409	0.001
289	0.0	0.0890839312009658	0.001
290	0.0	0.07555071468587152	0.001
291	0.0	0.093403078335994	0.001
292	0.0	0.05506597766871481	0.001
293	0.0	0.024573635720506373	0.001
294	0.0	0.09447304780873178	0.001
295	0.0	0.07682891154266203	0.001
296	0.0	0.06107843753136073	0.001
297	0.0	0.0014431114133809598	0.001
298	0.0	0.09506207690314483	0.001
299	0.0	0.08431848588504078	0.001
