# 925 
# SNANA-like file generated from user-provided data
# Zeropoint of the converted SNANA file: 27.5 mag
# -----------------------------------------------------------
# Data table created by: anonymous
# On date: 2023.05.03 (yyyy.mm.dd); 15.55 hrs (BST).
# Script used: BayeSNmodel.io.write_snana_lcfile.py
# -----------------------------------------------------------
SNID: 925
MWEBV: 0
REDSHIFT_HELIO: 0.06195308602220953
REDSHIFT_CMB: 0.06195308602220953
REDSHIFT_CMB_ERR: 0.001
PEAKMJD: 0
FILTERS: g_PS1,i_PS1,r_PS1,z_PS1
# -----------------------------------------------------------
NOBS: 48
NVAR: 6
VARLIST: MJD FLT FLUXCAL FLUXCALERR MAG MAGERR
OBS: -8.495624688177676 g_PS1 4305.4627 198.2739 18.414950415019245 0.05
OBS: -4.247812344088838 g_PS1 7056.7023 324.9732 17.878495501593306 0.05
OBS: 0.0 g_PS1 8093.9643 372.7408 17.7295967910185 0.05
OBS: 4.247812344088838 g_PS1 7356.959 338.8005 17.83325415355806 0.05
OBS: 8.495624688177676 g_PS1 5490.3318 252.8391 18.151003513227934 0.05
OBS: 12.743437032266513 g_PS1 3763.4817 173.3147 18.561025482155337 0.05
OBS: 16.991249376355352 g_PS1 2736.8636 126.0372 18.906867100286597 0.05
OBS: 21.23906172044419 g_PS1 1845.4762 84.9873 19.334728853896767 0.05
OBS: 25.486874064533026 g_PS1 1284.3009 59.1442 19.72833306692141 0.05
OBS: 29.734686408621865 g_PS1 1055.6842 48.6161 19.94116495645707 0.05
OBS: 33.982498752710704 g_PS1 841.0712 38.7328 20.187918145925874 0.05
OBS: 38.23031109679954 g_PS1 648.3407 29.8572 20.470491705162306 0.05
OBS: -8.495624688177676 r_PS1 3850.5975 177.3266 18.536179687114863 0.05
OBS: -4.247812344088838 r_PS1 5832.743 268.6077 18.085317901916934 0.05
OBS: 0.0 r_PS1 6892.8605 317.428 17.904001283789036 0.05
OBS: 4.247812344088838 r_PS1 6738.1498 310.3033 17.928648351763904 0.05
OBS: 8.495624688177676 r_PS1 5800.9417 267.1432 18.091253755963685 0.05
OBS: 12.743437032266513 r_PS1 4442.5223 204.5857 18.38092595102082 0.05
OBS: 16.991249376355352 r_PS1 3788.395 174.462 18.553861856061644 0.05
OBS: 21.23906172044419 r_PS1 3547.2325 163.3561 18.625275869650643 0.05
OBS: 25.486874064533026 r_PS1 3026.1895 139.3612 18.797759714789287 0.05
OBS: 29.734686408621865 r_PS1 2644.3874 121.7785 18.944187293731037 0.05
OBS: 33.982498752710704 r_PS1 1846.4043 85.0301 19.334182983029258 0.05
OBS: 38.23031109679954 r_PS1 1490.4447 68.6375 19.56671031574644 0.05
OBS: -8.495624688177676 i_PS1 3338.2966 153.7342 18.69118770935196 0.05
OBS: -4.247812344088838 i_PS1 4656.0455 214.4188 18.329956959847767 0.05
OBS: 0.0 i_PS1 4492.4468 206.8848 18.36879263623301 0.05
OBS: 4.247812344088838 i_PS1 3714.1428 171.0426 18.57535349611323 0.05
OBS: 8.495624688177676 i_PS1 2876.3508 132.4608 18.85289536772172 0.05
OBS: 12.743437032266513 i_PS1 2171.1532 99.9853 19.158273803489276 0.05
OBS: 16.991249376355352 i_PS1 2093.2475 96.3976 19.197948560970232 0.05
OBS: 21.23906172044419 i_PS1 2533.17 116.6568 18.990839178597398 0.05
OBS: 25.486874064533026 i_PS1 2781.7658 128.1051 18.88919858306371 0.05
OBS: 29.734686408621865 i_PS1 2120.3737 97.6468 19.18396895631332 0.05
OBS: 33.982498752710704 i_PS1 1857.3433 85.5338 19.32776952007238 0.05
OBS: 38.23031109679954 i_PS1 1362.7666 62.7577 19.663946311759823 0.05
OBS: -8.495624688177676 z_PS1 2807.8829 129.3078 18.87905251935415 0.05
OBS: -4.247812344088838 z_PS1 3346.1061 154.0939 18.68865073171825 0.05
OBS: 0.0 z_PS1 3567.809 164.3037 18.61899600640576 0.05
OBS: 4.247812344088838 z_PS1 2684.2248 123.6131 18.927952789790535 0.05
OBS: 8.495624688177676 z_PS1 2070.6525 95.3571 19.209731941883874 0.05
OBS: 12.743437032266513 z_PS1 2042.2128 94.0474 19.224747529473674 0.05
OBS: 16.991249376355352 z_PS1 1914.7243 88.1763 19.294734372923575 0.05
OBS: 21.23906172044419 z_PS1 2196.836 101.168 19.14550591226325 0.05
OBS: 25.486874064533026 z_PS1 2162.0694 99.567 19.162825935072025 0.05
OBS: 29.734686408621865 z_PS1 1970.6525 90.7519 19.263474869412182 0.05
OBS: 33.982498752710704 z_PS1 1483.3576 68.3111 19.57188536818861 0.05
OBS: 38.23031109679954 z_PS1 1268.2116 58.4033 19.74202070808446 0.05
END:
